UserId,ItemId
565,1575 2320 231 2805 2726 865 964 2350 2652 2193 465 2380 1268 719 1941 2470 1474 2111 1861 2474 1156 1197 1681 553 1755 2885 1558 443 2217 876 2958 2325 1386 954 1048 275 1868 712 1770 2115 1686 2921 241 1957 1377 598 98 981 147 2312 
566,677 553 1055 2810 1941 1957 163 1362 3189 1268 1549 2974 1025 1008 1041 1213 2072 755 1613 1475 2320 64 2470 590 2217 108 1575 2742 2193 98 2499 2182 1547 405 1861 734 2850 759 876 651 1976 2375 1770 1804 3154 525 829 2726 1717 2734 
567,465 2885 1443 938 380 2470 2351 2750 1386 307 2022 2350 1567 3209 2320 1784 2384 48 1770 697 988 814 2652 1001 1922 517 1290 2198 423 644 1956 1200 2883 454 2464 59 1857 1474 706 1195 100 115 296 2696 783 2299 2602 1812 945 2312 
568,2193 1575 981 1377 294 1941 2805 1770 2470 2810 2320 677 302 712 1362 2380 553 2724 163 475 545 525 333 98 3189 2385 1475 1268 1034 2958 1152 750 1755 1048 307 2350 1558 1055 964 2824 2638 1529 2464 2885 1507 3236 2734 1861 1804 958 
569,2830 362 1733 2721 392 1539 1032 1817 1045 1141 2838 2431 721 1305 935 649 1845 2866 2905 3051 1470 266 157 3080 2344 1453 324 809 435 2842 1991 961 431 1310 28 1389 908 1859 2467 2602 2546 114 938 551 2878 2218 577 2454 2406 1241 
570,1106 100 2541 2726 2885 2320 517 2351 2470 2688 2799 479 2616 266 2350 1197 3145 2182 987 501 2022 1722 820 1239 192 1956 2649 2933 1386 2937 91 1737 868 1494 2957 803 2875 470 168 241 945 1470 1560 702 521 1498 3059 1348 938 3241 
571,505 714 231 1005 1325 621 2514 2831 2651 2380 1575 3241 1405 2805 2034 457 3037 1364 712 403 938 2115 2575 335 167 1614 1015 613 401 2089 277 2770 1558 494 471 3142 2809 3186 655 830 444 1407 2959 3109 954 2664 1861 3156 1923 663 
572,2380 1048 590 1558 2836 1937 2985 776 1804 1984 731 2020 1976 403 2780 651 1550 712 2182 125 559 1912 732 595 145 727 2651 1268 1213 3009 2810 2296 49 2499 1403 1552 2128 1604 36 1612 553 1162 755 2852 2565 1873 2931 1137 1575 2809 
573,2320 2182 1976 3189 1268 1941 1804 2726 1386 2805 1048 677 2470 1137 2350 2022 815 2885 2380 465 651 1475 2810 2076 98 712 2217 512 517 1991 2616 1549 2020 2576 553 1558 150 559 1213 2541 590 1055 405 776 2734 3237 1547 1770 1575 949 
574,1386 2320 2350 1956 2022 2470 2885 596 1348 2464 2024 2339 1991 521 702 697 2351 3209 830 1060 396 1575 85 457 1770 2312 465 2726 1922 2127 2652 767 333 865 2171 3118 2537 2541 1193 294 3236 1923 545 1722 1920 2724 266 706 275 1424 
575,2537 1949 2940 716 2013 3086 2464 898 1330 226 2404 3178 2526 2547 968 862 2814 2039 1309 496 1409 1575 918 1868 275 3101 1363 1262 1352 412 1407 2463 2180 273 762 584 3013 1336 865 1954 3229 2030 2022 3139 1786 1455 1244 2031 2149 1870 
576,1034 0 120 1941 2470 2299 2111 958 2320 2810 1770 677 163 475 1362 2805 981 1852 3236 405 1237 2552 98 2182 1377 2955 2350 3118 2885 2193 3116 3189 1213 964 1784 1055 1575 2070 64 1156 1573 307 3205 897 2385 2958 3111 266 294 3089 
577,2862 1861 1268 2810 2499 553 755 1474 1213 2217 2537 1185 3194 1446 1575 319 1002 751 676 1088 719 595 1200 2297 1975 1873 505 865 163 2937 2977 1195 1770 2470 2970 1855 1784 423 1840 1152 275 1941 1936 2648 1868 637 964 2385 405 1455 
578,2537 2464 2312 2940 2845 1575 865 275 2022 1868 968 465 1193 2024 719 1715 2547 1200 505 1386 2738 2885 3040 3176 3181 2031 2855 496 1812 637 1681 2039 3178 2206 2514 1770 1127 1455 2149 1195 1185 294 1949 3031 3209 167 2351 2527 417 697 
579,517 1386 2022 2464 465 2885 2541 1784 1956 1193 1443 1102 2320 3209 1197 3022 2351 3073 865 1060 393 2940 1474 2726 2472 1200 2652 454 767 2537 2359 2616 1567 2176 2750 505 770 3229 100 968 1868 783 2710 975 1348 2012 2470 1575 702 1307 
580,865 1868 275 1455 719 2537 1681 1575 1185 1200 2117 277 2862 2312 2299 3220 1197 2971 2455 3187 1942 1307 1857 1770 2464 637 663 2470 1156 698 1034 1113 988 471 443 1784 2466 706 2232 465 1399 1295 1693 1685 2885 457 644 2070 2555 1056 
581,749 1298 13 984 450 1422 822 1594 1290 2757 1496 2627 1209 167 309 2832 1501 1521 486 3184 1802 228 1720 334 821 2685 3193 283 618 1494 418 571 847 1182 600 3167 1605 971 1346 2828 1218 2527 3105 1026 2207 1589 1735 723 919 1001 
582,294 2537 275 865 496 2320 2028 266 1575 3118 2837 2845 2824 1034 2312 702 333 1197 525 1681 2940 2351 1386 1389 465 307 2955 1023 1185 1868 1715 1307 1482 1348 2024 2022 1985 457 719 2259 3040 417 2299 2724 2179 302 2885 945 489 1812 
583,2726 2652 1386 1268 2182 2875 2176 2022 1714 1137 512 2428 2651 2885 3241 2937 47 381 776 1547 603 2217 1289 1200 1396 231 1612 2211 655 1575 803 3134 1722 2533 2921 2874 674 2908 1991 2320 868 2470 2350 100 582 465 241 2933 2499 1755 
584,2964 1714 1818 470 2351 2885 1990 2937 1879 2652 2022 803 1386 3059 1577 1197 2470 2649 2541 2875 1348 479 2393 465 1060 517 272 1071 945 1643 644 1498 3241 1737 2537 168 1736 702 2111 1956 1371 2933 1106 2940 192 2726 2616 2464 987 1602 
585,1048 2380 2022 465 865 1034 1558 1200 2537 2464 1197 1575 1386 590 2299 712 2940 1868 2885 2312 938 3078 1307 1949 1023 496 553 2547 1443 1770 2320 2541 517 697 958 1156 2750 756 2470 1195 1268 651 1956 1013 1941 1218 2031 2836 1295 167 
586,697 1386 1821 938 331 2022 307 422 2127 485 2885 465 2841 2743 2855 3158 1430 1641 2351 1281 745 682 1922 2750 45 214 2086 1462 2299 1159 1194 2011 259 1340 128 2359 14 3209 3022 3084 1470 2236 1034 607 457 2262 596 1923 863 2258 
587,167 2757 2997 2664 1673 1456 938 1156 1735 1422 1603 2185 2208 1324 3037 1734 1017 2855 1573 1197 1857 124 723 1190 2066 3206 1986 1745 1295 361 1184 2959 1407 1343 1501 1942 1034 644 363 46 2299 1405 2149 2913 2508 1290 505 1307 3068 86 
588,2799 2773 2184 2039 3013 1348 948 1194 2696 3032 2767 2940 1022 1048 3159 1385 3078 2541 1612 496 2403 1956 987 697 2325 422 1429 1034 756 964 2786 865 2549 1197 1949 1936 333 2338 2592 2022 1459 1083 1026 2307 2044 1942 1417 2173 3091 898 
589,1106 677 553 2428 1289 405 1575 292 2933 2217 1117 2413 2474 954 2810 1941 2193 538 2652 2811 2688 2470 1474 1268 1200 2380 2971 2305 231 199 1722 3092 2111 1861 1804 1299 163 2537 2431 637 1224 2726 2937 1240 1558 856 1362 964 3189 91 
590,2403 2039 412 2108 3032 770 2022 496 3178 2464 1348 1013 1386 2940 702 2180 2536 1786 697 427 2547 1023 3229 2144 1193 1949 584 465 2312 1336 859 1693 1465 2013 2549 1793 333 695 756 2885 2706 3109 299 457 898 968 1835 663 2814 1889 
591,333 1034 2724 964 1348 525 1377 2810 294 1941 1213 2470 2651 2940 611 307 2885 2312 2464 2844 431 3229 465 1770 712 259 2805 1956 2111 1922 1386 2537 2380 2299 2320 2514 3189 1048 2984 750 2565 2473 3178 3209 1362 1575 1861 1677 1072 651 
592,2866 2341 91 2350 2413 1289 2957 2216 1183 3241 1117 2428 2726 2470 1575 2875 2320 523 2688 1432 1239 2111 3145 2933 1748 2474 2889 3039 100 1583 1964 356 2652 405 288 2666 381 603 2211 720 231 868 2963 1714 3087 1990 1797 2311 2550 921 
593,954 987 856 91 1432 1129 1154 2811 1896 1268 2431 2631 1964 2499 1474 1975 2474 2413 1686 2541 2406 2352 119 394 734 876 337 829 2297 938 2316 2217 319 1650 2164 3210 2196 2866 692 676 2648 905 2957 1317 1575 2546 1470 231 3150 155 
594,2522 677 1575 651 2977 706 598 1020 2812 2921 2217 2193 3223 1268 170 655 2173 856 2810 734 3189 1055 1861 1941 458 1056 1349 1474 1680 443 876 2700 3134 2869 1362 39 1957 553 3142 996 1130 468 1909 2521 2474 3150 2455 1781 231 2651 
595,1417 1677 2536 749 3026 1034 505 1756 333 3159 91 1336 938 1616 1575 2190 2622 954 1197 1466 3241 2831 1923 167 1015 2350 703 3193 2887 457 1430 2706 2855 639 84 2977 1942 1054 1307 1857 2940 3142 1605 2470 697 2885 307 277 545 3071 
596,2320 465 2022 1443 115 1386 2616 2885 517 2726 2652 2750 100 2325 1784 1396 644 603 1973 964 3257 2541 1200 2470 1956 280 68 2428 2875 814 1770 2861 2227 2035 868 1423 2350 2825 2937 2198 497 2464 2855 346 808 1147 2883 2696 1714 2147 
597,954 1154 319 1224 3210 938 856 2431 2811 2631 1002 2959 1474 1054 2930 825 1861 1975 1575 1896 751 2841 2113 25 2889 2297 2957 987 2164 2474 2196 91 119 1686 2887 394 676 3194 1596 1268 2129 836 2977 1317 1432 1895 358 905 2392 2550 
598,3189 1268 2805 712 2810 1941 1976 2985 2380 1152 2651 677 553 1957 98 1804 2437 1362 1048 2182 1558 2470 1475 2193 1213 1575 897 1055 1387 2565 1267 2320 2385 1613 2734 1770 163 1531 981 1137 1852 2217 1861 651 2656 2885 445 2836 1984 1549 
599,1784 2320 2726 2932 2350 2470 166 973 229 3237 3049 1939 280 765 100 3257 115 1254 1147 2874 2958 2875 1404 1567 1770 1941 1755 2710 1200 2423 964 2551 2908 674 2883 1964 3213 830 2325 465 1239 2055 2885 1268 1529 1443 1956 811 2464 97 
600,856 1575 954 1755 2811 2316 2431 2113 231 2164 1268 1224 2474 2193 938 1325 2362 243 1686 1797 3210 335 1129 2115 2652 91 655 905 319 1896 2464 2196 3243 1474 505 215 1200 2413 2866 714 458 337 1650 876 2631 1002 2885 1386 465 3241 
601,2885 2652 2035 465 814 2227 2320 1443 2022 2198 1386 2176 1200 2750 2470 1396 1268 2875 1477 1770 2726 232 2943 2464 380 1818 56 517 100 1060 2203 2255 1784 3175 2182 2240 674 964 2883 803 2987 1239 2350 2976 644 1423 1567 1290 2891 2541 
602,470 1071 1371 1386 14 2964 3090 2350 1714 2885 803 2351 596 924 1818 1060 2022 3241 2541 272 1560 2258 3059 1197 2652 1737 957 479 3087 987 192 870 232 3091 2135 2320 3084 1348 2470 1956 100 2714 702 1602 45 2393 2616 2236 521 3233 
603,2474 1575 1268 1474 2193 553 856 2217 231 1861 2499 637 676 2810 1868 1055 2115 719 876 954 1200 2182 677 734 865 590 714 655 741 1755 651 1325 2164 2362 2537 243 1213 505 335 1224 2316 1964 1041 3220 2726 394 2805 1129 1002 275 
604,14 2964 2351 2652 470 214 2688 45 2885 1498 1106 272 2649 1602 2726 2022 1386 1071 479 1643 1714 2258 1197 959 1371 803 1879 2937 1818 232 916 3059 168 2350 814 465 868 2855 1722 3145 1370 100 1922 596 2875 517 853 515 738 3241 
605,954 856 319 1154 3210 2113 2887 1054 1317 1975 2164 2866 987 119 1002 825 1964 91 2129 2413 2115 1896 938 2811 905 2930 714 2957 1299 2196 1015 2089 394 1474 2316 1224 1895 2889 1117 990 335 1432 676 2362 1415 2474 677 539 2262 3241 
606,1941 677 163 553 3189 2810 1268 2217 1957 465 2470 405 98 2885 517 1386 2022 2749 2320 3209 2805 266 2111 1549 2541 2616 1922 1861 1241 307 1055 964 2182 1213 2652 2850 2464 702 1195 1197 1475 1956 2351 2350 651 2179 2750 1853 1804 2937 
607,1575 2193 3241 2350 231 2431 3089 266 91 2866 1268 954 2958 1470 1999 1991 1237 1129 2320 2805 2470 1045 1686 1797 2182 2380 1804 2957 2967 987 856 2115 2111 1386 2474 2652 405 1896 2885 288 1224 1317 1755 702 655 981 2836 1325 1612 649 
608,2351 2885 2537 697 2022 2964 1348 2555 865 1195 1386 2749 2039 2940 470 2464 2470 1197 2652 465 2823 496 2087 719 1868 745 1001 1185 706 1668 2312 945 275 1880 3032 2645 2122 515 1656 1260 1818 1840 968 2971 485 1681 2862 2547 1474 2031 
609,1456 167 2997 2208 1673 2757 3139 1407 2664 672 1156 117 1734 1324 2185 3037 2508 1295 1735 1017 1307 296 1190 1290 1343 1197 3068 3206 1501 2855 1874 3026 1745 1184 3041 1034 363 2575 1857 2206 644 2299 2899 473 162 1405 2149 2514 471 398 
610,1575 847 505 1720 384 719 1795 486 13 2521 443 2902 1298 294 2331 231 2380 3079 1614 637 3161 2455 593 585 1868 2661 275 2282 3040 471 1853 2939 3176 571 1001 2589 1378 1182 439 213 828 865 1681 2537 2862 2879 1119 372 919 1185 
611,2832 2757 2259 167 1656 822 13 1501 2627 1422 2828 1720 749 2685 1209 1218 1290 919 1594 2527 2138 968 2031 486 2149 1988 1735 1456 2473 1496 984 228 2661 1298 847 79 2645 3137 2206 2781 505 3176 2940 490 2548 571 1182 398 294 2257 
612,677 1055 1941 163 3189 1957 2810 2734 1549 1852 553 253 405 2470 1613 2193 2805 1362 827 1268 544 1377 2111 126 590 1152 2182 897 1020 2369 2320 964 36 1137 98 1213 1475 545 1861 1048 2726 2062 2385 2962 1659 2350 2652 2076 2666 845 
613,2320 2035 1386 1443 465 2022 2885 2750 2350 100 517 2470 2726 2541 957 232 1567 115 1784 1290 2147 2198 1770 1956 2976 454 380 2855 1200 3209 346 2883 296 938 1060 214 3236 521 2127 814 2163 697 2398 2652 2756 1371 2714 1991 471 2299 
614,1092 1575 2652 1386 2464 231 1956 1051 945 2885 1734 1755 1648 465 1949 719 2312 1348 2024 2022 1193 275 43 2928 457 2726 1197 2320 1030 2514 702 1292 904 1289 1325 2179 2351 1455 496 166 1307 1034 814 384 2854 799 2428 1284 333 1156 
615,283 2113 836 1928 167 1613 938 2648 155 505 215 751 13 2297 905 984 539 319 1422 847 1975 2757 2385 1594 571 2546 3105 465 2811 1521 3201 1443 2742 2627 448 335 1343 1290 2855 1152 334 1156 2887 2997 2959 919 3009 331 1735 954 
616,992 2622 1744 88 871 1619 2772 1677 2514 1648 3022 770 767 799 2515 3139 2854 828 1835 1198 2221 2675 3229 427 1092 2536 2092 3071 1231 1051 2108 1160 918 999 663 1386 3256 639 1466 2458 3138 2455 3026 3109 465 2831 387 1326 986 3207 
617,1339 845 2173 2881 2470 1529 1220 1055 2002 122 1462 2350 2385 2522 197 2651 677 1941 3154 759 682 529 545 1804 2411 3142 1475 1020 2111 764 253 1978 1613 2677 1814 706 356 2746 1063 544 2810 1452 1281 425 2182 2763 2565 651 1575 2885 
618,2350 545 294 1034 2638 2470 2111 471 1922 958 1195 1614 1781 170 2182 1706 1575 2885 1871 685 842 1349 1001 2075 2173 1292 3186 2320 651 1242 2651 593 328 1197 1697 1915 2653 3189 3241 706 1362 270 443 2958 1032 1828 2521 213 307 475 
619,2537 2652 1973 964 865 2022 1292 2339 465 1784 2940 2320 448 2885 2111 1770 1868 2726 496 1575 1672 1200 2463 454 2464 1402 2470 1954 1800 1920 62 2351 2875 115 719 2976 186 2883 2651 2080 346 1398 2937 1185 423 1755 830 2350 3014 803 
620,2464 1949 968 2547 2312 2537 2022 2814 2940 1575 1193 918 226 2039 1386 2024 584 898 1868 465 865 702 2013 3178 2514 505 1013 2108 1059 1336 496 2404 427 1407 2574 2031 231 1465 859 1185 275 412 3215 3078 719 1693 1889 2030 1615 494 
621,825 954 1154 319 856 1896 2811 1415 2297 1964 2887 1975 1002 1054 602 1268 1317 677 539 2113 2129 2316 2217 836 1129 1861 1117 2550 2196 876 3210 673 2431 91 553 2413 2889 1224 2193 905 751 3243 405 2930 1299 1575 2810 2164 710 2631 
622,1853 1846 2350 2075 2521 2902 2638 1001 706 2879 471 1871 1365 1655 369 1496 213 3079 96 1533 593 370 847 2613 2741 334 486 2455 1272 3105 2173 3142 2339 2812 3087 545 1130 2115 3132 1720 1119 615 585 3186 842 830 1298 475 439 1487 
623,2885 2470 2127 1268 2182 1861 2855 2022 214 2652 232 465 964 1137 2537 1575 2810 2350 2217 1755 697 1200 2198 2750 1770 505 1386 1941 2339 1797 553 1029 2805 2299 1558 803 2320 2351 719 2651 1868 1474 865 115 2940 3189 2464 1290 830 2380 
624,856 938 1054 905 2811 3210 954 1317 2431 2406 2113 1686 2115 836 2164 1575 1224 243 59 2316 119 335 337 714 2930 2474 1474 2594 2631 2089 1896 2959 1154 231 2602 949 1325 2546 629 2193 82 2841 1389 1895 458 1422 319 1299 743 2887 
625,1922 1386 1348 2351 1956 1923 1197 3078 702 2885 3241 2350 2312 2022 945 2470 2770 938 2652 2435 457 2179 697 596 2536 2339 505 1575 2754 706 2464 830 2831 465 1307 589 2320 2171 266 2651 3041 333 1241 2726 1060 2514 865 277 3142 2706 
626,1575 2350 2193 2470 2958 2320 2474 719 1377 981 231 865 1770 2638 1200 275 2726 2070 234 1474 856 1722 2862 1002 1597 1544 1868 91 2957 2115 1681 2111 2652 2688 1268 876 1362 2431 3241 2537 443 3124 1635 475 2885 2466 1455 1686 294 655 
627,1973 115 964 2726 2320 2652 2937 100 2350 2111 1292 2875 2470 2933 1239 3014 2428 2696 2488 497 1147 1200 868 2649 1784 2044 2308 2883 1088 1254 2551 48 1770 2713 1268 2932 2325 2055 1446 43 1941 3064 1567 2147 1289 1964 523 2885 2217 2163 
628,2350 2311 1289 1348 2320 100 3145 521 192 1386 1318 1237 2470 2341 2875 225 702 2726 3241 2885 2652 1106 2957 91 2688 2022 266 2111 3087 720 1071 945 3130 868 3091 2937 2874 1560 1722 251 987 1371 596 3148 3233 1465 241 517 2541 1370 
629,2380 2985 712 590 1048 2836 1558 49 2780 2422 36 3235 1976 2656 1984 445 2119 2296 1268 145 1941 553 1656 845 1937 490 2652 727 2020 125 3112 1020 2323 485 2537 2651 2309 1386 2312 907 2542 1861 2470 1444 2805 1056 2618 2562 1600 1218 
630,714 1734 2928 372 1324 2997 231 1325 1295 167 2066 277 1365 1405 1673 621 335 663 3037 3035 2222 1917 2664 471 2902 457 1891 2115 588 385 3186 1575 1730 1931 842 505 1156 2034 117 361 2208 387 363 240 1603 1573 1185 1614 2275 1505 
631,2039 2536 2940 2144 412 2013 3178 2514 1185 333 968 3032 3013 3026 2622 898 2537 2190 2403 1835 2549 1949 2706 3071 84 1889 639 2464 2831 2312 2180 1693 1616 1793 2547 275 496 697 3078 689 1575 2814 770 1860 3229 663 1336 865 1619 1786 
632,2854 1051 1721 1636 1284 744 1716 2985 1326 3256 2412 799 1231 2228 3102 2925 2166 1993 2515 1648 904 221 712 2836 3066 2717 2303 595 1696 1296 2592 1092 1619 1030 767 975 2392 2908 496 1173 125 1954 1623 1023 2916 2816 1048 3139 894 2324 
633,2602 2464 3078 938 2312 465 1307 1241 1193 1956 2024 1386 18 3209 1923 1443 2022 457 1116 333 2695 1059 3178 267 277 496 3041 662 1949 3181 59 1034 1922 2547 1575 85 2179 1197 2940 865 2537 1156 3037 945 1693 1348 968 517 1465 2351 
634,905 856 2811 2113 751 954 836 1861 2164 734 2182 1268 829 2499 335 938 1575 539 505 2885 2385 2262 1224 215 2977 2431 1152 1054 2362 2089 2970 2217 1797 1387 2316 1947 2297 1317 2887 2225 990 883 1450 1195 2651 651 3150 1474 2417 2810 
635,2144 3178 2039 1185 1053 2190 412 1336 1348 333 2549 2403 2180 3032 1198 1949 1889 702 2464 1662 273 1575 2940 2536 3078 275 2537 1586 2024 2514 750 2350 1465 697 2652 329 865 1386 2312 2470 2831 1637 1330 2885 241 2091 1956 77 1677 2770 
636,1237 266 2579 1922 702 2985 1465 98 1348 2470 2724 181 2179 230 2805 2885 2850 307 712 2541 2754 1386 1071 2351 238 2347 2201 2193 1956 2182 3130 1137 545 2131 3102 259 225 1198 1531 1470 2435 1197 1575 405 2437 596 1804 2318 3148 1774 
637,2724 307 294 147 981 3118 2070 275 1034 545 0 266 1922 2361 302 2466 865 1575 2320 259 2958 1185 1125 698 1196 1529 2299 2318 1377 2862 2805 1362 2741 333 1681 273 1411 719 1956 588 1455 1192 270 2350 2824 2470 475 1348 1770 2232 
638,1603 471 3037 110 1295 1931 714 874 2664 3068 231 1673 1119 1871 167 2350 4 1264 3186 372 2291 401 842 672 3035 2483 706 3241 2757 1197 2142 1573 1986 938 2115 2127 2075 2902 3142 1575 505 1365 1828 655 1324 441 1048 385 335 1563 
639,1575 2470 2111 2885 2350 91 1770 2652 1195 2320 1861 2977 1474 1106 3241 405 358 865 2696 1200 2810 1117 2971 2351 964 192 987 2217 1268 1026 525 954 294 2537 490 2428 1154 2957 1896 2044 1941 2937 1056 1868 443 1585 2193 2529 2786 988 
640,2031 294 3229 2259 167 2473 2661 1290 13 2885 490 2940 2138 2139 486 2645 1720 847 2757 505 2828 1496 1195 1656 485 2781 465 1614 471 2464 968 334 454 935 2398 2022 1456 2206 1770 1001 957 579 1800 2845 525 2527 2844 1589 3041 1988 
641,2850 3148 2435 3090 1992 870 1719 1727 3145 761 1741 569 225 1348 251 1086 329 600 1560 1122 2666 2470 272 1494 1358 479 266 945 313 1589 192 1713 521 2641 702 2361 356 926 1043 1060 1071 1990 34 750 3091 1106 1197 3233 1465 2350 
642,1281 422 307 331 863 128 3158 1194 468 1430 745 1549 2651 872 485 3159 259 1613 2173 1529 1462 545 1137 2936 1020 2088 2763 1152 253 1548 1861 845 2456 2076 1689 2979 2119 2702 2002 2309 197 2225 2852 173 2262 1976 405 1387 712 1302 
643,412 770 18 2463 427 1579 2464 2144 1185 3229 2514 918 3178 1784 3073 1193 840 2324 3237 2536 3209 275 750 2180 465 2190 1357 2126 2940 2537 2888 1102 2108 1455 678 1232 719 1835 1336 783 3049 1575 2013 2012 663 1196 1889 1786 3026 767 
644,2380 1268 1984 1558 288 2193 1804 1224 2805 405 3241 2470 241 2182 553 1575 1861 2836 2985 3126 1755 2350 2656 2385 712 3210 2688 2652 1137 1348 987 1480 2866 1386 2889 677 2425 231 2875 2726 1087 2413 2341 91 1519 1048 2885 36 2111 2474 
645,1575 1362 2385 1507 553 1861 1613 2805 2193 333 2810 1152 163 1055 2380 2734 475 1941 2638 1213 1947 294 3154 2567 3189 865 1268 1482 2565 1068 1048 1868 755 590 2651 994 1914 2537 734 3196 3221 2818 1770 905 505 1377 1325 27 1852 1558 
646,1575 231 1474 505 676 954 2474 1224 3210 1002 856 938 1755 1861 2885 1268 2193 3241 1325 2537 2464 1203 358 1896 2115 319 1386 2351 1154 2841 2977 714 2312 865 2631 825 2022 465 719 876 2196 2431 1868 2392 1200 335 2652 91 1054 275 
647,1034 1575 1307 1156 296 1573 2299 1857 1197 1673 842 361 277 471 3068 958 2855 167 170 443 1979 1898 1597 2291 1735 457 231 2312 2127 1195 644 465 363 458 1568 1871 3037 72 2885 2812 1942 1295 631 505 2899 124 1858 1424 2757 2066 
648,3078 2258 2127 697 1681 865 2039 2855 1386 1474 719 465 2652 1956 2537 2380 1575 1185 1051 2940 1755 275 2750 2782 2022 214 2351 1071 2885 712 1104 1868 2464 702 639 241 517 3176 987 2541 2190 2836 1857 232 2549 1942 1371 2144 2339 2312 
649,1575 275 2537 719 1185 865 1455 1868 637 1125 1200 3040 2232 1681 505 2070 2455 147 1474 1325 2193 1755 741 1861 2661 2474 1770 231 1268 845 2966 1196 2117 2862 676 294 2845 706 2971 1614 1784 3220 3237 243 3092 3031 976 1353 698 2466 
650,3087 457 277 1673 3037 2514 1734 1034 117 2664 1735 231 167 1197 471 1324 2275 1942 3156 505 1575 2339 1189 2855 830 2997 621 1424 1307 1156 2115 3206 1295 1614 2706 2034 1693 3109 1325 2928 714 1407 1857 2127 655 15 1923 170 2299 706 
651,1575 231 2339 505 2115 865 2939 465 1755 830 2007 1868 719 2320 2455 2022 164 1891 1474 275 1672 2885 2908 496 92 402 676 3139 1000 706 1784 2174 1681 1744 2485 454 1325 960 2568 655 471 3156 3118 2921 384 1614 3237 401 2652 637 
652,471 2075 1197 842 167 3206 669 2350 2521 1034 1295 3087 1915 1496 593 1853 3186 213 1781 1871 1156 334 2757 1349 1603 3241 2282 3037 2483 505 2879 1130 170 1765 1324 443 1209 706 938 1119 2208 2902 13 1195 847 1046 277 1001 1307 1290 
653,2111 2428 2652 2057 2470 2350 523 1289 2726 1386 405 2320 738 381 1602 1822 2302 553 2866 1370 1475 1714 921 2875 1575 532 720 1117 868 2885 2963 2413 2022 1137 3145 1071 1804 2182 2127 2351 2670 1641 3241 2649 241 803 1612 1157 2666 2380 
654,706 1197 471 1034 1295 167 1307 2855 296 3037 1673 1857 1324 1156 1343 938 170 842 2885 505 2299 3186 3068 1922 361 117 2902 1942 1931 465 1575 331 457 2928 277 231 2997 2455 2022 2521 2350 3241 2115 1365 2208 2173 1871 2066 372 3206 
655,1818 2885 2964 1290 1714 2198 470 2350 1386 2750 803 2470 1423 465 2022 2393 644 814 1643 296 2652 3059 385 2855 1498 2035 808 100 2807 232 115 2976 2875 2127 1827 2320 3229 3241 521 398 1371 272 1737 1200 2111 1567 770 748 1770 2649 
656,1575 475 2193 1861 2805 2437 1268 2836 1309 2380 2810 2985 712 1957 981 294 1377 1941 1321 1684 553 2375 2833 1383 1984 2470 2537 2491 2070 1770 2565 2385 2656 2128 1215 1008 1558 2111 1213 2634 525 1243 876 3106 2402 1804 2460 1715 1224 1048 
657,2536 2622 3026 2940 2514 1677 3178 2144 333 770 1835 2039 1949 2403 412 639 1336 494 2831 3071 968 871 275 2222 2547 2464 2190 3229 663 2180 2034 999 1889 1637 3078 1693 2005 2031 88 2013 1923 2537 2549 3032 2312 2100 1860 2772 697 3109 
658,1922 266 1470 2850 1197 1956 2799 2274 2351 2171 1358 1386 3039 702 241 748 1348 945 1612 2435 938 2541 1237 2885 2770 479 517 1046 3078 1991 1560 2353 3080 1923 59 596 3148 2022 1045 3241 2237 2855 1034 2866 589 2350 1857 167 987 2757 
659,2111 270 2800 2496 2866 2799 2470 1804 1310 1612 677 2958 2721 114 3039 1733 266 921 2724 2001 2320 1859 2350 2955 2274 1991 1475 1032 2365 935 1389 2248 2850 2163 294 1183 1558 3089 2270 2182 2380 961 1137 241 3145 1984 1141 288 157 917 
660,1305 551 938 238 1048 1758 2602 2380 712 1389 949 1241 1470 590 2912 431 1558 1045 3078 103 1733 1976 1804 1323 651 3022 324 3083 1034 266 958 1697 1956 245 2435 553 2431 98 1197 559 2703 815 1486 2810 926 1638 1820 59 776 2541 
661,628 1367 2483 1034 1295 1979 1197 2913 167 389 1858 1767 3205 1898 1031 2299 3206 1573 110 1156 808 363 1986 3068 669 524 2757 2899 165 296 1324 1931 124 644 2855 1603 2807 479 398 1423 1307 1673 2768 1745 1422 2563 2276 1735 1857 4 
662,712 2836 2380 1575 2985 231 2514 325 2537 92 2464 1497 1048 1558 897 403 1604 2805 2312 1696 1755 1206 125 1949 2024 2193 2651 1618 2940 1185 719 3106 2437 1984 1092 2833 1325 1598 1167 2512 742 2124 2404 2128 1976 98 1455 1804 923 1403 
663,1245 609 811 3209 2541 2464 465 296 2750 517 1443 1357 3073 1078 814 1193 1956 767 2885 1386 3129 491 2022 1102 2012 644 1051 380 2006 1770 2320 2384 2359 770 1060 1721 3022 2198 1737 783 796 1784 1092 238 1121 949 385 2944 2776 3237 
664,2039 3032 2403 2940 1619 1949 291 2814 2514 84 1465 3178 1618 1320 21 1348 2549 2084 2180 2464 1053 333 2004 1889 1397 2312 968 1187 1557 639 2018 176 2537 2547 2239 697 125 2179 750 711 3013 1696 1198 3106 1459 3110 1721 2619 1531 3071 
665,1268 1386 2885 465 2022 706 1784 845 454 830 2339 2470 505 2726 88 2651 3189 2976 2908 2320 2652 122 2464 1755 2855 3073 803 2537 2455 3049 3142 1102 964 663 100 1200 1659 3229 2217 3237 2350 1567 2568 2986 2750 1619 1152 1818 115 975 
